id:0|2019|2|26|11|0|5|874|
id:10|2019|2|26|11|0|9|240|
id:20|2019|2|26|11|0|12|511|
id:30|2019|2|26|11|0|16|930|
id:	0|2019|2|26|	11|1|20|143|
id:	10|2019|2|26|	12|39|15|439|
id:	20|2019|2|26|	12|39|15|440|
id:	30|2019|2|26|	12|39|15|440|
id:	40|2019|2|26|	12|39|15|441|
id:	50|2019|2|26|	12|39|15|441|
id:	60|2019|2|26|	12|39|15|442|
id:	70|2019|2|26|	12|39|15|442|
id:	80|2019|2|26|	12|39|15|443|
id:	90|2019|2|26|	12|39|15|443|
id:	100|2019|2|26|	12|39|15|444|
id:	200|2019|2|26|	12|39|15|444|
id:	300|2019|2|26|	12|39|15|444|
id:	400|2019|2|26|	12|39|15|445|
id:	500|2019|2|26|	12|39|15|445|
id:	600|2019|2|26|	12|39|15|446|
id:	700|2019|2|26|	12|39|15|446|
id:	800|2019|2|26|	12|39|15|446|
id:	900|2019|2|26|	12|39|15|447|
id:	1000|2019|2|26|	12|39|15|448|
id:	2000|2019|2|26|	12|39|15|449|
id:	3000|2019|2|26|	12|39|15|449|
id:	4000|2019|2|26|	12|39|15|450|
id:	5000|2019|2|26|	12|39|15|450|
id:	6000|2019|2|26|	12|39|15|451|
id:	7000|2019|2|26|	12|39|15|452|
id:	8000|2019|2|26|	12|39|15|452|
id:	9000|2019|2|26|	12|39|15|453|
id:	10000|2019|2|26|	12|39|15|453|
id:	20000|2019|2|26|	12|39|15|454|
id:	30000|2019|2|26|	12|39|15|470|
id:	40000|2019|2|26|	12|39|15|472|
id:	50000|2019|2|26|	12|39|15|473|
id:	60000|2019|2|26|	12|39|15|474|
id:	70000|2019|2|26|	12|39|15|476|
id:	80000|2019|2|26|	12|39|15|477|
id:	90000|2019|2|26|	12|39|15|478|
id:	100000|2019|2|26|	12|39|15|479|
id:	200000|2019|2|26|	12|39|15|485|
id:	300000|2019|2|26|	12|39|15|491|
id:	400000|2019|2|26|	12|39|15|497|
id:	500000|2019|2|26|	12|39|15|503|
id:	600000|2019|2|26|	12|39|15|509|
id:	700000|2019|2|26|	12|39|15|515|
id:	800000|2019|2|26|	12|39|15|538|
id:	900000|2019|2|26|	12|39|15|545|
id:	1000000|2019|2|26|	12|39|15|552|
id:	2000000|2019|2|26|	12|39|15|649|
id:	3000000|2019|2|26|	12|39|15|745|
id:	4000000|2019|2|26|	12|39|15|842|
id:	5000000|2019|2|26|	12|39|15|923|
id:	6000000|2019|2|26|	12|39|16|29|
id:	7000000|2019|2|26|	12|39|16|92|
id:	8000000|2019|2|26|	12|39|16|214|
id:	9000000|2019|2|26|	12|39|16|290|
id:	10000000|2019|2|26|	12|39|16|367|
id:	20000000|2019|2|26|	12|39|17|142|
id:	30000000|2019|2|26|	12|39|17|784|
id:	40000000|2019|2|26|	12|39|18|493|
id:	50000000|2019|2|26|	12|39|19|62|
id:	60000000|2019|2|26|	12|39|19|628|
id:	70000000|2019|2|26|	12|39|20|178|
id:	80000000|2019|2|26|	12|39|20|762|
id:	90000000|2019|2|26|	12|39|21|352|
id:	100000000|2019|2|26|	12|39|21|954|
